Geo Code,Geo,Crime Code,Crime,Value,Year,Indicator Code,Formule,Measure Of Unit
16F1008,Figueiró dos Vinhos,6,Crimes against patrimony,14.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16F1009,Leiria,6,Crimes against patrimony,17.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16F1010,Marinha Grande,6,Crimes against patrimony,20.1,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16F1013,Pedrógão Grande,6,Crimes against patrimony,20.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16F1015,Pombal,6,Crimes against patrimony,13.9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16F1016,Porto de Mós,6,Crimes against patrimony,14.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G,Viseu Dão Lafões,6,Crimes against patrimony,14.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G0901,Aguiar da Beira,6,Crimes against patrimony,6.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1802,Carregal do Sal,6,Crimes against patrimony,16.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1803,Castro Daire,6,Crimes against patrimony,11.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1811509,Santiago do Cacém,6,Crimes against patrimony,12.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1811513,Sines,6,Crimes against patrimony,22.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
184,Baixo Alentejo,6,Crimes against patrimony,14.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1840201,Aljustrel,6,Crimes against patrimony,9.9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1840202,Almodôvar,6,Crimes against patrimony,8.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1840203,Alvito,6,Crimes against patrimony,12.9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1840204,Barrancos,6,Crimes against patrimony,11.9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1840205,Beja,6,Crimes against patrimony,15.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1840206,Castro Verde,6,Crimes against patrimony,8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1840207,Cuba,6,Crimes against patrimony,18.1,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1840208,Ferreira do Alentejo,6,Crimes against patrimony,19.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1840209,Mértola,6,Crimes against patrimony,13.9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16I1408,Constância,6,Crimes against patrimony,20.6,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16I1410,Entroncamento,6,Crimes against patrimony,13.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16I1411,Ferreira do Zêzere,6,Crimes against patrimony,21.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16I1413,Mação,6,Crimes against patrimony,14.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16I1417,Sardoal,6,Crimes against patrimony,12.1,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16I1418,Tomar,6,Crimes against patrimony,20.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16I1419,Torres Novas,6,Crimes against patrimony,17.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16I1420,Vila Nova da Barquinha,6,Crimes against patrimony,12.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16I1421,Ourém,6,Crimes against patrimony,15.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16J,Beiras e Serra da Estrela,6,Crimes against patrimony,11.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16J0501,Belmonte,6,Crimes against patrimony,19.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16J0503,Covilhã,6,Crimes against patrimony,9.1,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16J0504,Fundão,6,Crimes against patrimony,12.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16J0902,Almeida,6,Crimes against patrimony,15.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16J0903,Celorico da Beira,6,Crimes against patrimony,17.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16J0904,Figueira de Castelo Rodrigo,6,Crimes against patrimony,15.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16J0905,Fornos de Algodres,6,Crimes against patrimony,9.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16J0906,Gouveia,6,Crimes against patrimony,12.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16J0907,Guarda,6,Crimes against patrimony,8.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1806,Mangualde,6,Crimes against patrimony,16.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1809,Nelas,6,Crimes against patrimony,16.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1810,Oliveira de Frades,6,Crimes against patrimony,11.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1811,Penalva do Castelo,6,Crimes against patrimony,8.9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1814,Santa Comba Dão,6,Crimes against patrimony,10.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1816,São Pedro do Sul,6,Crimes against patrimony,13,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1817,Sátão,6,Crimes against patrimony,9.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1821,Tondela,6,Crimes against patrimony,10.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1822,Vila Nova de Paiva,6,Crimes against patrimony,13.6,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1823,Viseu,6,Crimes against patrimony,17.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1824,Vouzela,6,Crimes against patrimony,13.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16H,Beira Baixa,6,Crimes against patrimony,15.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16H0502,Castelo Branco,6,Crimes against patrimony,15.6,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16H0505,Idanha-a-Nova,6,Crimes against patrimony,21.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16H0506,Oleiros,6,Crimes against patrimony,8.6,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16H0507,Penamacor,6,Crimes against patrimony,18,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16H0508,Proença-a-Nova,6,Crimes against patrimony,8.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16H0511,Vila Velha de Ródão,6,Crimes against patrimony,18,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16I,Médio Tejo,6,Crimes against patrimony,15.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16I0509,Sertã,6,Crimes against patrimony,10.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16I0510,Vila de Rei,6,Crimes against patrimony,13.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16I1401,Abrantes,6,Crimes against patrimony,12.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16I1402,Alcanena,6,Crimes against patrimony,19.9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
170,Área Metropolitana de Lisboa,6,Crimes against patrimony,24.9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701105,Cascais,6,Crimes against patrimony,21.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701106,Lisboa,6,Crimes against patrimony,45,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701107,Loures,6,Crimes against patrimony,18.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701109,Mafra,6,Crimes against patrimony,17,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701110,Oeiras,6,Crimes against patrimony,15.6,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701111,Sintra,6,Crimes against patrimony,18.6,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701114,Vila Franca de Xira,6,Crimes against patrimony,14.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004202,Nordeste,6,Crimes against patrimony,11.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004203,Ponta Delgada,6,Crimes against patrimony,21.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004204,Povoação,6,Crimes against patrimony,10.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004205,Ribeira Grande,6,Crimes against patrimony,25.9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004206,Vila Franca do Campo,6,Crimes against patrimony,7.9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004301,Angra do Heroísmo,6,Crimes against patrimony,20.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004302,Vila da Praia da Vitória,6,Crimes against patrimony,16.1,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004401,Santa Cruz da Graciosa,6,Crimes against patrimony,10.9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004501,Calheta,6,Crimes against patrimony,10.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004502,Velas,6,Crimes against patrimony,17.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
200,Região Autónoma dos Açores,6,Crimes against patrimony,17.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004101,Vila do Porto,6,Crimes against patrimony,6.9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004201,Lagoa,6,Crimes against patrimony,15.1,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003109,Santana,6,Crimes against patrimony,5.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003110,São Vicente,6,Crimes against patrimony,8.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003201,Porto Santo,6,Crimes against patrimony,13,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
PT,Portugal,6,Crimes against patrimony,19.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16D0101,Águeda,6,Crimes against patrimony,18,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16D0102,Albergaria-a-Velha,6,Crimes against patrimony,17.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16D0103,Anadia,6,Crimes against patrimony,12,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11A1317,Vila Nova de Gaia,6,Crimes against patrimony,19.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11A1318,Trofa,6,Crimes against patrimony,14.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11B,Alto Tâmega,6,Crimes against patrimony,15.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11B1702,Boticas,6,Crimes against patrimony,11.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11B1703,Chaves,6,Crimes against patrimony,15.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11B1706,Montalegre,6,Crimes against patrimony,13.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11B1709,Ribeira de Pena,6,Crimes against patrimony,9.6,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11B1712,Valpaços,6,Crimes against patrimony,18.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11B1713,Vila Pouca de Aguiar,6,Crimes against patrimony,17.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C,Tâmega e Sousa,6,Crimes against patrimony,11.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C0106,Castelo de Paiva,6,Crimes against patrimony,9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C0305,Celorico de Basto,6,Crimes against patrimony,5.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1301,Amarante,6,Crimes against patrimony,11.9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1302,Baião,6,Crimes against patrimony,10.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1303,Felgueiras,6,Crimes against patrimony,15.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1305,Lousada,6,Crimes against patrimony,11.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1307,Marco de Canaveses,6,Crimes against patrimony,11.1,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1309,Paços de Ferreira,6,Crimes against patrimony,13.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1311,Penafiel,6,Crimes against patrimony,10.9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1804,Cinfães,6,Crimes against patrimony,9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1813,Resende,6,Crimes against patrimony,7.1,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D,Douro,6,Crimes against patrimony,11.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D0403,Carrazeda de Ansiães,6,Crimes against patrimony,14.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D0404,Freixo de Espada à Cinta,6,Crimes against patrimony,13.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D0409,Torre de Moncorvo,6,Crimes against patrimony,17.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D0914,Vila Nova de Foz Côa,6,Crimes against patrimony,14.9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1701,Alijó,6,Crimes against patrimony,13.6,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1704,Mesão Frio,6,Crimes against patrimony,20.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500801,Albufeira,6,Crimes against patrimony,53.1,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1707,Murça,6,Crimes against patrimony,14,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1708,Peso da Régua,6,Crimes against patrimony,15.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701115,Amadora,6,Crimes against patrimony,23.6,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701116,Odivelas,6,Crimes against patrimony,16,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701502,Alcochete,6,Crimes against patrimony,19.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701503,Almada,6,Crimes against patrimony,27.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701504,Barreiro,6,Crimes against patrimony,24.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701506,Moita,6,Crimes against patrimony,23,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701507,Montijo,6,Crimes against patrimony,22,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701508,Palmela,6,Crimes against patrimony,30.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701510,Seixal,6,Crimes against patrimony,17.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701511,Sesimbra,6,Crimes against patrimony,28.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701512,Setúbal,6,Crimes against patrimony,23.9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
18,Alentejo,6,Crimes against patrimony,16.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
181,Alentejo Litoral,6,Crimes against patrimony,19.1,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1810211,Odemira,6,Crimes against patrimony,17.9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1811501,Alcácer do Sal,6,Crimes against patrimony,17.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1811505,Grândola,6,Crimes against patrimony,33.1,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1861214,Portalegre,6,Crimes against patrimony,10.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1861215,Sousel,6,Crimes against patrimony,6.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
187,Alentejo Central,6,Crimes against patrimony,13.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870701,Alandroal,6,Crimes against patrimony,8.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870702,Arraiolos,6,Crimes against patrimony,10.1,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870703,Borba,6,Crimes against patrimony,8.6,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870704,Estremoz,6,Crimes against patrimony,10.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870705,Évora,6,Crimes against patrimony,17.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870706,Montemor-o-Novo,6,Crimes against patrimony,12.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870707,Mora,6,Crimes against patrimony,21.1,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870708,Mourão,6,Crimes against patrimony,12.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870709,Portel,6,Crimes against patrimony,9.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870710,Redondo,6,Crimes against patrimony,7.9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870711,Reguengos de Monsaraz,6,Crimes against patrimony,15,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870712,Vendas Novas,6,Crimes against patrimony,13.9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870713,Viana do Alentejo,6,Crimes against patrimony,6.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870714,Vila Viçosa,6,Crimes against patrimony,5.1,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
2,Região Autónoma dos Açores,6,Crimes against patrimony,17.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
20,Região Autónoma dos Açores,6,Crimes against patrimony,17.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004601,Lajes do Pico,T,Overall total,22.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004602,Madalena,T,Overall total,35.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004603,São Roque do Pico,T,Overall total,40.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004701,Horta,T,Overall total,29.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004801,Lajes das Flores,T,Overall total,19.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004802,Santa Cruz das Flores,T,Overall total,34,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004901,Corvo,T,Overall total,10.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
3,Região Autónoma da Madeira,T,Overall total,25.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
30,Região Autónoma da Madeira,T,Overall total,25.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
300,Região Autónoma da Madeira,T,Overall total,25.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003101,Calheta,T,Overall total,13.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003102,Câmara de Lobos,T,Overall total,23.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003103,Funchal,T,Overall total,30.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003104,Machico,T,Overall total,25,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003105,Ponta do Sol,T,Overall total,20.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003106,Porto Moniz,T,Overall total,23.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003107,Ribeira Brava,T,Overall total,28.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003108,Santa Cruz,T,Overall total,16.6,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1805,Lamego,T,Overall total,23.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1807,Moimenta da Beira,T,Overall total,21.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1812,Penedono,T,Overall total,23.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1815,São João da Pesqueira,T,Overall total,18.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1818,Sernancelhe,T,Overall total,16.6,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1819,Tabuaço,T,Overall total,16,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1820,Tarouca,T,Overall total,21.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E,Terras de Trás-os-Montes,T,Overall total,33.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0401,Alfândega da Fé,T,Overall total,35.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0402,Bragança,T,Overall total,35.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0405,Macedo de Cavaleiros,T,Overall total,34,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0406,Miranda do Douro,T,Overall total,31.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0407,Mirandela,T,Overall total,32.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0408,Mogadouro,T,Overall total,24.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0410,Vila Flor,T,Overall total,33.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0411,Vimioso,T,Overall total,56.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0412,Vinhais,T,Overall total,25.9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
15,Algarve,T,Overall total,51.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
150,Algarve,T,Overall total,51.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500802,Alcoutim,T,Overall total,29.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500803,Aljezur,T,Overall total,47.6,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500804,Castro Marim,T,Overall total,37.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500805,Faro,T,Overall total,48.1,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500806,Lagoa,T,Overall total,59.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500807,Lagos,T,Overall total,50.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500808,Loulé,T,Overall total,54.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500809,Monchique,T,Overall total,32,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500810,Olhão,T,Overall total,42.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500811,Portimão,T,Overall total,47.1,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500812,São Brás de Alportel,T,Overall total,38,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500813,Silves,T,Overall total,50,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500814,Tavira,T,Overall total,40.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500815,Vila do Bispo,T,Overall total,70.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500816,Vila Real de Santo António,T,Overall total,39.1,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16,Centro,T,Overall total,30,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B,Oeste,T,Overall total,31.6,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1001,Alcobaça,T,Overall total,32.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1005,Bombarral,T,Overall total,30.1,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1006,Caldas da Rainha,T,Overall total,37.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1011,Nazaré,T,Overall total,44.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1012,Óbidos,T,Overall total,35.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1014,Peniche,T,Overall total,41.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1101,Alenquer,T,Overall total,26.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1102,Arruda dos Vinhos,T,Overall total,24.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1104,Cadaval,T,Overall total,34.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1108,Lourinhã,T,Overall total,27.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1112,Sobral de Monte Agraço,T,Overall total,32.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1113,Torres Vedras,T,Overall total,26.1,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
16D,Região de Aveiro,T,Overall total,33.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1710,Sabrosa,T,Overall total,27.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1711,Santa Marta de Penaguião,T,Overall total,22.6,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1714,Vila Real,T,Overall total,25.6,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1801,Armamar,T,Overall total,16.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1,Continente,T,Overall total,36,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
11,Norte,T,Overall total,31.6,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
111,Alto Minho,T,Overall total,34.4,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111601,Arcos de Valdevez,T,Overall total,32.1,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111602,Caminha,T,Overall total,44.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111603,Melgaço,T,Overall total,29.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111604,Monção,T,Overall total,35.6,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111605,Paredes de Coura,T,Overall total,32.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111606,Ponte da Barca,T,Overall total,40.9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111607,Ponte de Lima,T,Overall total,29.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111608,Valença,T,Overall total,64.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111609,Viana do Castelo,T,Overall total,29.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111610,Vila Nova de Cerveira,T,Overall total,44.1,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
112,Cávado,T,Overall total,30.3,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1120301,Amares,T,Overall total,26.1,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1120302,Barcelos,T,Overall total,20.8,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1120303,Braga,T,Overall total,33.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1120306,Esposende,T,Overall total,39.7,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1120310,Terras de Bouro,T,Overall total,39.2,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
1120313,Vila Verde,T,Overall total,36.5,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
119,Ave,T,Overall total,25.9,2013,0008074,(Number of crimes/ Resident population)*1000,Permillage
